rank,id,problem_number,title,category,ev,ev_low,ev_high,impact,p_solve,p_valid_open,assessment,local_status,upstream_status,eligible,present,holds,reasons,source_url
8800,3371,OPG-37366,Is Skewes' number e^e^e^79 an integer?,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8801,3378,OPG-337,Gao's theorem for nonabelian groups,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8802,3382,OPG-493,Covering systems with big moduli,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8803,3384,OPG-563,Davenport's constant,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8804,3386,OPG-17958,Frobenius number of four or more integers,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8805,3389,OPG-511,Counterexamples to the Baillie-PSW primality test,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8806,3391,OPG-16570,Magic square of squares,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8807,3396,OPG-36311,Exponential Algorithms for Knapsack,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects; algorithmic_target,
8808,3397,OPG-445,The robustness of the tensor product,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8809,3414,OPG-37145,Which homology 3-spheres bound homology 4-balls?,Topology,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample; algorithmic_target,
8810,3415,OPG-37151,Fundamental group torsion for subsets of Euclidean 3-space,Topology,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8811,3419,OPG-37237,Unsolvability of word problem for 2-knot complements,Topology,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8812,3422,OPG-37293,Sticky Cantor sets,Topology,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8813,3430,OPG-37389,Graph product of multifuncoids,Topology,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8814,3700003,AMR-036-0003,Entire solutions of higher-order Briot–Bouquet equations,Analysis,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8815,3700007,AMR-036-0007,Analytic degenerate Herman rings,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8816,3700015,AMR-036-0015,Zeros and one-points on three rays,Analysis,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8817,3700030,AMR-036-0030,Better estimates for Littlewood constants,Analysis,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8818,3700031,AMR-036-0031,Extremality of iterated quadratic polynomials,Analysis,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8819,3700032,AMR-036-0032,Maximizing quadratic pressure,Analysis,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8820,3800005,AMR-037-0005,Point-hyperplane incidences,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8821,3800018,AMR-037-0018,Klee's measure problem,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample; algorithmic_target,
8822,3900008,AMR-038-0008,Integer-distance point sets,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8823,3900015,AMR-038-0015,Packing reciprocal rectangles in a square,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8824,4000008,AMR-039-0008,Isoperimetric profile and curvature at infinity,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8825,4000021,AMR-039-0021,Permutation groups,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8826,4200005,AMR-041-0005,Fractal caustics,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8827,44,CS-002,The Polynomial Hirsch Conjecture,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8828,4700002,AMR-046-0002,Systems with homogeneous components I,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8829,4700004,AMR-046-0004,Low-degree classical Liénard systems,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8830,4700007,AMR-046-0007,Trigonometric Abel differential equations II,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8831,4700008,AMR-046-0008,A new Hilbert sixteenth-type problem,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8832,4700010,AMR-046-0010,Number of centers,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8833,4700012,AMR-046-0012,A class of Hamiltonian systems,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8834,4700016,AMR-046-0016,Reversible equivariant planar differential systems,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8835,4700018,AMR-046-0018,A piecewise-linear Hilbert sixteenth-type problem,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8836,4700027,AMR-046-0027,A moments problem II,Algebra,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8837,4700028,AMR-046-0028,Around Kouchnirenko's conjecture I,Algebra,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8838,4700029,AMR-046-0029,Around Kouchnirenko's conjecture II,Algebra,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8839,4700031,AMR-046-0031,Conjecture of multiplicative persistence,Combinatorics,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8840,4800003,AMR-047-0003,Multiple ergodic averages — Problem 3,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8841,4800007,AMR-047-0007,Multiple ergodic averages — Problem 7,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8842,4800008,AMR-047-0008,Multiple ergodic averages — Problem 8,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8843,4800009,AMR-047-0009,Multiple ergodic averages — Problem 9,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8844,4800010,AMR-047-0010,Multiple ergodic averages — Problem 10,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8845,4800013,AMR-047-0013,Multiple ergodic averages — Problem 13,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8846,4800014,AMR-047-0014,Multiple ergodic averages — Problem 14,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8847,4800017,AMR-047-0017,Multiple ergodic averages — Problem 17,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8848,4800018,AMR-047-0018,Multiple ergodic averages — Problem 18,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8849,4800021,AMR-047-0021,Multiple ergodic averages — Problem 21,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8850,4800022,AMR-047-0022,Multiple ergodic averages — Problem 22,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8851,4800024,AMR-047-0024,Multiple ergodic averages — Problem 24,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8852,4800029,AMR-047-0029,Multiple ergodic averages — Problem 29,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8853,5000001,AMR-049-0001,Closed-versus-preclosed trajectory lengths,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8854,5000004,AMR-049-0004,Reachable points on lines through a unitary pair,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8855,5000005,AMR-049-0005,Types of parallel short trajectories,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8856,5000007,AMR-049-0007,Short geodesics on the regular dodecahedron,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8857,5200005,AMR-051-0005,Open Problems on Billiards and Geometric Optics,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8858,5200006,AMR-051-0006,Open Problems on Billiards and Geometric Optics,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8859,5200009,AMR-051-0009,Open Problems on Billiards and Geometric Optics,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8860,5300001,AMR-052-0001,Polynomial matings that are rational,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8861,5300003,AMR-052-0003,Continuity of polynomial mating,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8862,5300006,AMR-052-0006,Continuity of tuning in the inserted polynomial,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8863,5300007,AMR-052-0007,Continuity of tuning in the host polynomial,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8864,5300008,AMR-052-0008,Limit of tunings along growing periods,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8865,5300011,AMR-052-0011,Continuity of polynomial intertwining,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8866,5300013,AMR-052-0013,Boundary of the principal hyperbolic component,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8867,5300017,AMR-052-0017,Domains of holomorphy for expanding-map components,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8868,5300021,AMR-052-0021,Uniform geometry in complex renormalization,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8869,5300022,AMR-052-0022,Arithmetic criterion for Jordan Siegel disks,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8870,5300027,AMR-052-0027,Topological model for a Cremer Julia set,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8871,5300030,AMR-052-0030,Accessibility of the critical point in a Cremer Julia set,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8872,5300031,AMR-052-0031,Components after removing a Cremer fixed point,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8873,5300032,AMR-052-0032,Dimension and measure of Cremer Julia sets,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8874,5300070,AMR-052-0070,Degenerate-flow limits of bad Newton polynomials,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8875,5300071,AMR-052-0071,Uniform access to roots for relaxed Newton maps,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8876,5300074,AMR-052-0074,Continuous extension of external-ray rotation number,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8877,5300075,AMR-052-0075,Convergence of the real Thurston algorithm,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects; algorithmic_target,
8878,5300079,AMR-052-0079,Wandering stable components for complex Hénon maps,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8879,5300081,AMR-052-0081,Herman-ring retracts for Hénon maps,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8880,5300082,AMR-052-0082,Products involving Herman rings as stable components,Dynamical Systems,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8881,5500011,AMR-054-0011,3SUM Hard Problems,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8882,5500028,AMR-054-0028,Flip Graph Connectivity in 3D,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8883,5500029,AMR-054-0029,Hamiltonian Tetrahedralizations,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8884,5500046,AMR-054-0046,3D Minimum-Bend Orthogonal Graph Drawings,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8885,5500054,AMR-054-0054,Traveling Salesman Problem in Solid Grid Graphs,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8886,5500063,AMR-054-0063,Dynamic Planar Nearest Neighbors,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8887,5500068,AMR-054-0068,Rolling a Die over a Labeled Board,Combinatorics,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects; algorithmic_target,
8888,5500070,AMR-054-0070,Yao-Yao Graph a Spanner?,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8889,5500076,AMR-054-0076,Equiprojective Polyhedra,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8890,57,NT-010,Brocard's Problem,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8891,5900001,AMR-058-0001,Stable Bubble Cluster with a Toroidal Region,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8892,5900002,AMR-058-0002,Standard k-Bubble Conjectures,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8893,5900010,AMR-058-0010,Nonpolyhedral Soap-Film Cones,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8894,5900027,AMR-058-0027,CMC Graphs Spanning Convex Planar Curves,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8895,60,NT-012,The Erdős-Straus Conjecture,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8896,6000003,AMR-059-0003,Dually Flat Structures on Riemannian Manifolds,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8897,6000017,AMR-059-0017,Nonproduct Compact Hessian Manifolds,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8898,600010,AMR-005-0010,Baker's Dozen — Unbounded unicycle tracks,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8899,600011,AMR-005-0011,Baker's Dozen — Convex tangent-segment iteration,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,
8900,600014,AMR-005-0014,Baker's Dozen — A totally skew disc,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8901,6200006,AMR-061-0006,Boundaries of Groups and Kleinian Groups — Problem 6,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8902,6200007,AMR-061-0007,Boundaries of Groups and Kleinian Groups — Problem 7,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8903,6200010,AMR-061-0010,Boundaries of Groups and Kleinian Groups — Problem 10,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
